vehicle_id,model_name,brand,body_type,segment,usable_battery_kwh,real_range_km,efficiency_wh_km,acceleration_0_100_s,top_speed_km_h,towing_capacity_kg,price_eur,charging_time_min,max_charging_power_kw,horsepower_hp,torque_nm,maintenance_cost_euro_year,seating_capacity,boot_capacity_l,adas_level,safety_rating_euro_ncap,usage_type,energy_cost_euro_100km,insurance_rating,powertrain_type,fuel_type,segment_system,adas_level_clean,vehicle_classification
2438,Subaru E22,Subaru,SUV,A,0,732,535,10.8,163,1841,23994,0,0,70,115,550,7,632,0,5,Personal,8.83,1,Diesel,Diesel,Vehicle_Size,0,ICE
2439,Fiat F4 Pro,Fiat,Sedan,C,0,660,696,9.6,227,927,43454,0,0,164,268,758,5,545,1,4,Personal,13.3,4,Petrol,Petrol,Vehicle_Size,1,ICE
2440,Hyundai 666,Hyundai,MPV,C,1.7,900,314,8.6,236,1381,52241,0,0,222,320,650,8,830,1,3,Personal,5.39,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2441,DS Automobiles CC7,DS Automobiles,Convertible,D,0,1100,510,10.3,207,0,50095,0,0,141,234,607,3,241,1,4,Personal,9.75,4,Petrol,Petrol,Vehicle_Size,1,ICE
2442,Audi CC8,Audi,Coupe,D,0,1100,450,9.2,239,470,56350,0,0,191,331,745,2,275,1,4,Personal,8.53,4,Petrol,Petrol,Vehicle_Size,1,ICE
2443,Renault S1x,Renault,Wagon,C,0,719,700,9.5,227,1312,45304,0,0,178,336,709,5,824,1,4,Personal,12.13,5,Diesel,Diesel,Vehicle_Size,1,ICE
2444,Toyota O7 Pro,Toyota,Hatchback,B,0,602,676,10.6,218,913,31000,0,0,90,154,530,5,373,0,4,Sports,12.91,3,Petrol,Petrol,Vehicle_Size,0,ICE
2445,Maserati S22,Maserati,Hatchback,C,1,900,316,9.6,237,705,42100,0,0,156,248,535,5,445,1,4,Personal,5.44,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2446,Toyota PP-3,Toyota,Crossover,B,0,701,551,8.8,216,1546,37759,0,0,140,247,291,6,505,1,5,Personal,10.53,3,Petrol,Petrol,Vehicle_Size,1,ICE
2447,Volkswagen 444,Volkswagen,Crossover,D,2,900,469,9.3,250,1309,62759,0,0,219,369,360,6,644,1,5,Personal,8.07,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2448,Seat BB-9,Seat,SUV,C,0,691,672,9.4,213,1954,38938,0,0,150,218,526,6,528,1,5,Personal,12.84,3,Petrol,Petrol,Vehicle_Size,1,ICE
2449,Toyota B4,Toyota,SUV,D,1.2,900,360,9.3,234,1670,53160,0,0,176,292,489,7,638,1,5,Personal,5.35,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2450,Toyota BB-11,Toyota,SUV,C,17.5,900,461,9.1,245,1735,44539,39,0,169,276,554,7,661,1,4,Personal,5.84,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2451,Mazda HH-3,Mazda,Sedan,B,0,912,527,10.9,194,923,33163,0,0,114,220,690,5,415,0,5,Personal,8.7,3,Diesel,Diesel,Vehicle_Size,0,ICE
2452,Suzuki R66,Suzuki,Sedan,D,0,1029,547,9,250,822,57020,0,0,191,321,522,5,397,1,4,Personal,9.02,4,Diesel,Diesel,Vehicle_Size,1,ICE
2453,Nissan NN7,Nissan,SUV,D,1.5,900,344,7.8,250,1567,59817,0,0,193,301,377,5,542,1,3,Personal,5.1,6,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2454,Kia R5,Kia,Crossover,D,0,699,700,9.5,250,1352,50058,0,0,189,329,407,6,474,1,4,Personal,14.55,3,Petrol,Petrol,Vehicle_Size,1,ICE
2455,Nissan AA-77,Nissan,MPV,C,0,722,577,10.2,227,1212,38404,0,0,110,197,398,5,653,0,4,Personal,11.02,2,Petrol,Petrol,Vehicle_Size,0,ICE
2456,Toyota C1 Pro,Toyota,SUV,E,0,1058,550,8.3,250,1980,82646,0,0,250,371,463,6,669,2,4,Personal,10.5,6,Petrol,Petrol,Vehicle_Size,2,ICE
2457,Lexus TT-1,Lexus,Wagon,B,0,698,676,11.1,209,1370,31926,0,0,115,205,574,5,634,0,4,Personal,11.15,3,Diesel,Diesel,Vehicle_Size,0,ICE
2458,Mercedes-Benz HH-8,Mercedes-Benz,Coupe,C,0.9,900,427,9.7,198,546,41676,0,0,133,194,714,2,346,1,5,Personal,7.34,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2459,Citroën M2,Citroën,Hatchback,D,0,818,698,10.6,209,719,45975,0,0,112,186,591,5,404,0,3,Personal,13.33,2,Petrol,Petrol,Vehicle_Size,0,ICE
2460,Saab RR3,Saab,Crossover,B,1.7,900,499,9.1,233,1596,40952,0,0,178,235,639,7,510,1,4,Personal,8.58,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2461,Mini G3x,Mini,SUV,D,0,890,635,9.2,250,1959,59203,0,0,235,480,667,6,455,1,5,Personal,10.47,5,Diesel,Diesel,Vehicle_Size,1,ICE
2462,Honda A5 Pro,Honda,Crossover,C,0,736,605,10.7,201,1514,42429,0,0,113,178,369,7,423,0,4,Personal,11.57,2,Petrol,Petrol,Vehicle_Size,0,ICE
2463,BMW S-Class,BMW,Hatchback,B,0,733,560,9.9,235,718,34687,0,0,157,260,863,5,506,1,5,Personal,9.23,5,Diesel,Diesel,Vehicle_Size,1,ICE
2464,Toyota N3 Pro,Toyota,MPV,A,0,816,510,10.6,173,1224,25331,0,0,70,106,504,6,834,0,5,Personal,8.41,2,Diesel,Diesel,Vehicle_Size,0,ICE
2465,Peugeot UU-5,Peugeot,MPV,D,0,992,546,10,241,1321,57160,0,0,178,281,650,7,926,1,5,Personal,10.42,5,Petrol,Petrol,Vehicle_Size,1,ICE
2466,Hyundai GG6,Hyundai,Hatchback,D,0,754,700,10.2,222,536,52358,0,0,169,269,283,5,308,1,3,Personal,13.96,4,Petrol,Petrol,Vehicle_Size,1,ICE
2467,Ford N-Class,Ford,Sedan,C,0,698,686,9.8,195,902,41485,0,0,134,221,520,5,433,1,4,Personal,13.09,2,Petrol,Petrol,Vehicle_Size,1,ICE
2468,Lexus P-Class,Lexus,Sedan,B,0,891,531,10,224,948,33928,0,0,156,280,573,5,460,1,5,Sports,8.76,4,Diesel,Diesel,Vehicle_Size,1,ICE
2469,Toyota UU-99,Toyota,Wagon,B,0,1037,450,11,213,973,33124,0,0,114,204,536,5,541,0,4,Personal,7.12,2,Diesel,Diesel,Vehicle_Size,0,ICE
2470,Skoda G3x,Skoda,Crossover,B,9,900,334,11.7,204,1610,35312,32,0,126,184,358,6,573,1,4,Personal,5,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2471,Alfa Romeo 777,Alfa Romeo,Hatchback,D,0,968,601,9.1,250,829,55260,0,0,220,307,606,5,504,1,4,Personal,11.48,5,Petrol,Petrol,Vehicle_Size,1,ICE
2472,Mini 444,Mini,Coupe,B,0,972,472,10.3,212,266,34228,0,0,132,217,726,4,336,1,4,Personal,7.79,2,Diesel,Diesel,Vehicle_Size,1,ICE
2473,Suzuki TT-5,Suzuki,SUV,B,0,952,450,10.6,191,1750,34317,0,0,106,182,816,5,551,0,5,Personal,6.96,2,Diesel,Diesel,Vehicle_Size,0,ICE
2474,Volvo TT-5,Volvo,SUV,A,2,662,500,10.4,219,1754,32086,0,0,125,210,723,6,736,1,4,Personal,9.51,2,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2475,Skoda PP1,Skoda,SUV,C,0,1100,450,9.6,242,1693,51113,0,0,200,312,772,6,533,1,5,Personal,6.51,5,Diesel,Diesel,Vehicle_Size,1,ICE
2476,Volkswagen TT-5,Volkswagen,SUV,D,17.7,900,300,7.7,250,1710,60759,41,0,257,417,809,7,604,2,3,Sports,5,5,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2477,Audi RR-1,Audi,SUV,D,0,1100,459,10.8,201,1737,51111,0,0,137,181,751,6,732,1,3,Personal,8.76,3,Petrol,Petrol,Vehicle_Size,1,ICE
2478,Renault A-Class,Renault,Sedan,C,1.1,893,494,9.6,211,973,39228,0,0,119,157,411,5,590,0,4,Sports,8.49,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2479,Seat L44,Seat,SUV,F,0,1100,478,6.7,250,1950,103953,0,0,375,620,755,5,716,3,5,Personal,7.89,8,Diesel,Diesel,Vehicle_Size,3,ICE
2480,Porsche ZZ-77,Porsche,MPV,C,0,927,565,10.6,228,1266,41610,0,0,148,253,436,6,691,1,4,Personal,9.31,2,Diesel,Diesel,Vehicle_Size,1,ICE
2481,Volvo PP7,Volvo,SUV,E,0,1100,450,10,249,1690,68357,0,0,177,284,671,7,551,1,4,Personal,7.11,6,Diesel,Diesel,Vehicle_Size,1,ICE
2482,Peugeot Q88,Peugeot,MPV,D,0,960,530,10,238,1295,53690,0,0,161,280,517,7,737,1,3,Personal,10.12,4,Petrol,Petrol,Vehicle_Size,1,ICE
2483,Mercedes-Benz U5 Pro,Mercedes-Benz,Crossover,B,0,725,505,11.1,202,1572,32555,0,0,97,142,490,6,697,0,4,Personal,9.65,3,Petrol,Petrol,Vehicle_Size,0,ICE
2484,Skoda CC-2,Skoda,Wagon,D,12.2,900,486,8.9,250,848,60825,52,0,202,311,539,5,658,1,4,Sports,5.59,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2485,Ford A1,Ford,Sedan,C,15,900,319,8.5,246,1049,42457,51,0,201,360,271,5,491,1,4,Personal,5,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2486,Seat I1,Seat,Coupe,D,0,1038,596,9.9,240,516,55253,0,0,168,275,372,4,312,1,4,Personal,9.83,3,Diesel,Diesel,Vehicle_Size,1,ICE
2487,Kia P-Class,Kia,Sedan,B,17.7,810,492,9.6,239,920,37412,44,0,177,286,659,5,524,1,5,Personal,5.39,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2488,Ford D11,Ford,Hatchback,C,0,834,572,10.4,250,491,42626,0,0,156,262,463,5,389,1,4,Personal,10.93,3,Petrol,Petrol,Vehicle_Size,1,ICE
2489,Mercedes-Benz GG4,Mercedes-Benz,Hatchback,E,0,927,647,9.1,250,894,69569,0,0,199,285,692,5,354,1,4,Sports,12.35,6,Petrol,Petrol,Vehicle_Size,1,ICE
2490,Nissan Z6x,Nissan,Hatchback,B,0,1037,450,10.6,193,740,32855,0,0,117,179,551,5,505,0,4,Personal,7.41,2,Diesel,Diesel,Vehicle_Size,0,ICE
2491,Dacia 777,Dacia,MPV,A,0,707,564,10.6,215,1293,28070,0,0,125,243,385,8,992,1,4,Personal,9.3,3,Diesel,Diesel,Vehicle_Size,1,ICE
2492,Seat K1,Seat,Pickup,B,9.6,764,500,10.5,209,2341,35051,42,0,142,205,367,2,0,1,3,Personal,6.91,2,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2493,Volkswagen 333,Volkswagen,Wagon,C,0,959,510,10.1,246,1261,43576,0,0,175,294,524,5,837,1,4,Personal,8.41,4,Diesel,Diesel,Vehicle_Size,1,ICE
2494,Aston Martin P-Class,Aston Martin,Hatchback,D,8.4,900,300,8.7,250,764,58263,43,0,192,289,454,5,340,1,3,Personal,5,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2495,Jaguar 111,Jaguar,MPV,D,1.8,900,500,9,250,1181,59960,0,0,237,313,582,5,695,1,5,Personal,8.87,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2496,Saab FF-11,Saab,Wagon,E,0,1097,539,8.5,250,1045,75008,0,0,234,404,621,5,656,1,4,Personal,10.3,7,Petrol,Petrol,Vehicle_Size,1,ICE
2497,Toyota 444,Toyota,SUV,C,0,741,589,8.8,250,1793,50143,0,0,247,427,639,7,458,2,4,Personal,11.25,6,Petrol,Petrol,Vehicle_Size,2,ICE
2498,Renault TT-99,Renault,SUV,C,0,984,544,11.6,193,1685,36513,0,0,107,214,592,6,641,0,5,Personal,8.97,2,Diesel,Diesel,Vehicle_Size,0,ICE
2499,Ford I-Class,Ford,Crossover,B,1.9,900,440,7.1,250,1416,42398,0,0,248,345,705,7,606,2,4,Personal,7.57,4,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2500,Volvo CC-33,Volvo,Hatchback,B,0,479,700,11.9,182,839,29165,0,0,77,138,617,5,459,0,5,Personal,15.26,2,Petrol,Petrol,Vehicle_Size,0,ICE
2501,Volkswagen CC-7,Volkswagen,SUV,D,0,934,604,8.4,250,1810,60978,0,0,241,393,483,7,539,2,4,Sports,11.54,5,Petrol,Petrol,Vehicle_Size,2,ICE
2502,Honda A1x,Honda,Wagon,B,1.9,852,455,9.1,219,1190,36989,0,0,173,276,330,5,684,1,5,Sports,7.82,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2503,Dacia OO-88,Dacia,Sedan,B,0,769,571,10.7,188,759,30033,0,0,94,179,475,5,457,0,5,Personal,9.43,2,Diesel,Diesel,Vehicle_Size,0,ICE
2504,Ford F1x,Ford,SUV,E,0,1100,557,7.1,250,1795,80007,0,0,289,558,683,5,504,2,4,Personal,9.19,5,Diesel,Diesel,Vehicle_Size,2,ICE
2505,Citroën W2,Citroën,SUV,C,0,618,678,10.7,236,1782,38341,0,0,125,189,462,7,620,1,5,Personal,12.96,3,Petrol,Petrol,Vehicle_Size,1,ICE
2506,Volkswagen X-Class,Volkswagen,Wagon,A,0,628,617,9.9,223,1082,29958,0,0,116,212,646,5,581,0,5,Personal,10.18,2,Diesel,Diesel,Vehicle_Size,0,ICE
2507,Porsche GG-55,Porsche,Pickup,D,0,1100,472,9.7,250,2500,54260,0,0,211,386,467,2,0,1,4,Personal,7.78,6,Diesel,Diesel,Vehicle_Size,1,ICE
2508,Porsche W5,Porsche,Coupe,C,0,758,628,10.5,232,624,43536,0,0,146,219,777,4,345,1,4,Personal,10.35,3,Diesel,Diesel,Vehicle_Size,1,ICE
2509,Koenigsegg HH-8,Koenigsegg,Crossover,E,1.5,900,360,8.3,250,1407,76467,0,0,258,336,699,7,580,2,5,Personal,5.35,7,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2510,Nissan V1,Nissan,Crossover,D,0,922,615,7.6,227,1547,57902,0,0,219,386,585,6,675,1,4,Personal,10.15,5,Diesel,Diesel,Vehicle_Size,1,ICE
2511,Lancia S8x,Lancia,Crossover,A,17.8,900,369,10.4,183,1278,30004,24,0,79,125,406,5,492,0,5,Personal,5,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2512,Fiat XX-1,Fiat,Crossover,B,0,610,700,10.9,192,1538,29902,0,0,95,181,539,7,610,0,4,Personal,12.31,3,Diesel,Diesel,Vehicle_Size,0,ICE
2513,Mercedes-Benz M-Class,Mercedes-Benz,Hatchback,B,8.3,809,500,9.5,239,794,41568,57,0,178,299,695,5,369,1,5,Personal,5.75,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2514,BMW PP8,BMW,Wagon,D,1.8,900,500,9.2,250,1065,64498,0,0,232,370,541,5,792,1,5,Personal,8.78,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2515,Peugeot F6 Pro,Peugeot,Wagon,C,0,720,627,9.2,216,1202,36005,0,0,93,134,436,5,858,0,3,Personal,11.98,2,Petrol,Petrol,Vehicle_Size,0,ICE
2516,Vauxhall ZZ9,Vauxhall,SUV,D,17.4,900,300,9.1,238,1815,58945,51,0,175,281,554,6,563,1,4,Personal,5,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2517,Audi E6 Pro,Audi,Convertible,C,1.2,900,493,11.6,180,347,38132,0,0,85,121,350,3,245,0,4,Personal,8.48,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2518,Peugeot OO3,Peugeot,Crossover,C,1.7,900,350,8.9,250,1810,46663,0,0,206,353,703,6,588,1,4,Personal,6.02,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2519,Toyota M8x,Toyota,SUV,B,0,614,693,9.8,229,1839,35012,0,0,143,215,610,5,530,1,4,Sports,13.23,2,Petrol,Petrol,Vehicle_Size,1,ICE
2520,Renault KK3,Renault,Hatchback,B,0,748,540,10.3,184,620,27947,0,0,71,125,602,5,315,0,4,Commercial,10.31,2,Petrol,Petrol,Vehicle_Size,0,ICE
2521,Audi WW-99,Audi,Hatchback,C,0,827,576,10,233,729,42618,0,0,186,292,778,5,467,1,3,Personal,9.51,3,Diesel,Diesel,Vehicle_Size,1,ICE
2522,Toyota M7x,Toyota,SUV,C,1.7,900,416,8.1,250,1935,54986,0,0,249,412,505,6,469,2,3,Personal,7.15,5,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2523,Skoda 555,Skoda,SUV,E,0,904,700,10,230,1599,67507,0,0,188,285,565,6,456,1,5,Personal,13.46,5,Petrol,Petrol,Vehicle_Size,1,ICE
2524,Nissan L66,Nissan,Hatchback,B,12.4,836,483,11.5,197,449,34206,31,0,115,157,508,5,335,0,4,Personal,6.07,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2525,Bentley PP-99,Bentley,Sedan,D,0,1100,450,11.2,219,762,52457,0,0,128,201,717,5,491,1,5,Personal,7.65,3,Petrol,Petrol,Vehicle_Size,1,ICE
2526,Audi B66,Audi,Sedan,B,0,742,594,9.7,225,991,37590,0,0,168,272,551,5,561,1,5,Personal,9.8,2,Diesel,Diesel,Vehicle_Size,1,ICE
2527,Bentley V3 Pro,Bentley,Wagon,D,0,1050,554,9.1,239,1298,55760,0,0,186,269,347,5,866,1,4,Personal,10.58,5,Petrol,Petrol,Vehicle_Size,1,ICE
2528,Land Rover SS3,Land Rover,Wagon,A,0,794,472,10.7,195,1253,28223,0,0,89,157,498,5,869,0,5,Personal,7.79,2,Diesel,Diesel,Vehicle_Size,0,ICE
2529,Ford G77,Ford,SUV,D,1.9,900,365,9.9,250,1933,56799,0,0,224,332,691,6,796,1,4,Personal,6.27,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2530,Nissan 222,Nissan,Hatchback,B,1.5,900,325,10.4,197,678,34118,0,0,118,176,585,5,436,0,4,Commercial,5.58,4,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2531,Nissan S1 Pro,Nissan,Hatchback,B,0,902,519,11.2,211,667,35555,0,0,114,196,557,5,409,0,4,Personal,8.56,3,Diesel,Diesel,Vehicle_Size,0,ICE
2532,Nissan D1 Pro,Nissan,Hatchback,C,0,951,498,10.2,217,746,42609,0,0,156,204,498,5,308,1,4,Personal,9.51,3,Petrol,Petrol,Vehicle_Size,1,ICE
2533,Honda S-Class,Honda,SUV,C,0,1093,474,10,238,2005,43502,0,0,136,231,622,7,621,1,4,Personal,7.82,3,Diesel,Diesel,Vehicle_Size,1,ICE
2534,Volkswagen WW-6,Volkswagen,Hatchback,C,0,1100,450,10.2,208,749,40470,0,0,126,189,594,5,437,1,3,Personal,7.85,2,Petrol,Petrol,Vehicle_Size,1,ICE
2535,Dacia DD-66,Dacia,SUV,C,0,1012,486,10.6,234,1789,43760,0,0,154,282,618,6,711,1,5,Personal,8.02,3,Diesel,Diesel,Vehicle_Size,1,ICE
2536,Toyota SS7,Toyota,Pickup,F,1.3,900,468,6.7,250,2500,115840,0,0,349,537,617,3,0,2,5,Personal,8.05,8,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2537,Kia W7 Pro,Kia,SUV,C,1.9,900,424,9,243,1971,46048,0,0,194,269,563,7,552,1,4,Personal,7.28,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2538,Seat TT-6,Seat,Coupe,C,0,673,700,9,230,457,46108,0,0,183,336,544,3,256,1,5,Commercial,11.7,3,Diesel,Diesel,Vehicle_Size,1,ICE
2539,Volkswagen X2x,Volkswagen,Hatchback,E,11.7,900,462,9.1,250,646,72077,51,0,215,283,703,5,494,1,4,Personal,5.78,6,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2540,Volvo VV-8,Volvo,Sedan,D,11.6,900,420,7.7,250,843,67986,49,0,271,398,597,5,582,2,5,Personal,5,6,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2541,Volvo X44,Volvo,MPV,C,1.3,863,500,10,221,1298,46669,0,0,172,278,441,8,866,1,5,Personal,8.5,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2542,Fiat R2,Fiat,SUV,C,1.2,900,312,11.4,236,1706,44842,0,0,157,253,815,7,590,1,4,Personal,5.36,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2543,Skoda EE-22,Skoda,Crossover,B,0,1100,450,11.2,195,1577,32998,0,0,94,150,469,5,543,0,5,Commercial,6.88,1,Diesel,Diesel,Vehicle_Size,0,ICE
2544,Peugeot H-Class,Peugeot,Pickup,C,8.2,900,307,9.4,250,2323,60146,41,0,250,367,493,2,0,2,3,Personal,5,5,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2545,Saab G-Class,Saab,Crossover,C,0,1061,450,7.8,250,1469,55658,0,0,254,447,508,5,597,2,3,Commercial,7.1,6,Diesel,Diesel,Vehicle_Size,2,ICE
2546,Seat 111,Seat,Sedan,D,1.8,900,500,8.1,250,893,60731,0,0,290,436,541,5,486,2,3,Personal,8.28,7,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2547,Dacia A5,Dacia,SUV,D,0,881,656,10,250,2015,54140,0,0,195,320,656,5,744,1,4,Commercial,12.53,4,Petrol,Petrol,Vehicle_Size,1,ICE
2548,Audi 333,Audi,Hatchback,B,0,916,516,10.9,234,816,33104,0,0,144,276,397,5,458,1,3,Commercial,8.5,2,Diesel,Diesel,Vehicle_Size,1,ICE
2549,Opel 555,Opel,Hatchback,B,0,709,624,10.4,227,657,38708,0,0,175,231,574,5,337,1,4,Commercial,11.92,2,Petrol,Petrol,Vehicle_Size,1,ICE
2550,Opel DD-77,Opel,Hatchback,C,0,784,572,10,221,638,39259,0,0,150,289,520,5,505,1,5,Personal,9.43,3,Diesel,Diesel,Vehicle_Size,1,ICE
2551,Toyota WW7,Toyota,Convertible,C,0,1100,450,10,248,0,45765,0,0,182,363,512,4,245,1,3,Commercial,6.86,4,Diesel,Diesel,Vehicle_Size,1,ICE
2552,Volvo X5,Volvo,Crossover,C,0,1100,450,9.1,223,1365,46519,0,0,169,342,393,6,521,1,4,Personal,6.08,4,Diesel,Diesel,Vehicle_Size,1,ICE
2553,Mazda NN6,Mazda,Sedan,C,1.5,900,431,9.4,250,1094,56468,0,0,247,328,593,5,481,2,4,Personal,6.4,4,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2554,Dacia KK-7,Dacia,Sedan,C,0,871,539,8.6,248,809,48080,0,0,202,353,366,5,565,1,3,Personal,10.3,4,Petrol,Petrol,Vehicle_Size,1,ICE
2555,Citroën VV-11,Citroën,Crossover,E,0,828,695,9.2,250,1707,71563,0,0,244,338,563,5,541,2,4,Personal,13.28,5,Petrol,Petrol,Vehicle_Size,2,ICE
2556,Honda BB-88,Honda,MPV,C,0,734,637,9.7,250,1212,45768,0,0,206,303,615,6,844,1,4,Sports,12.17,3,Petrol,Petrol,Vehicle_Size,1,ICE
2557,Volkswagen MM1,Volkswagen,Sedan,B,1,900,500,10.8,211,890,32195,0,0,140,208,263,5,527,1,5,Commercial,7.49,2,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2558,Peugeot X-Class,Peugeot,SUV,C,0,1100,450,11.4,218,1812,39474,0,0,138,230,666,5,538,1,4,Commercial,6.08,4,Diesel,Diesel,Vehicle_Size,1,ICE
2559,Lancia S2x,Lancia,Coupe,C,0,668,617,10.9,218,645,36917,0,0,134,193,293,3,302,1,4,Personal,11.78,3,Petrol,Petrol,Vehicle_Size,1,ICE
2560,Volkswagen X6x,Volkswagen,MPV,B,0,714,563,9.7,229,1097,31578,0,0,121,167,740,8,625,1,4,Personal,10.75,3,Petrol,Petrol,Vehicle_Size,1,ICE
2561,Nissan AA-77,Nissan,MPV,B,0,870,494,11.5,191,1261,28134,0,0,84,136,477,6,900,0,5,Personal,9.43,3,Petrol,Petrol,Vehicle_Size,0,ICE
2562,Subaru Q2,Subaru,Sedan,C,0,788,653,9,245,895,38875,0,0,139,255,480,5,431,1,5,Personal,10.77,3,Diesel,Diesel,Vehicle_Size,1,ICE
2563,Hyundai II-99,Hyundai,Hatchback,D,11.6,900,325,9.8,224,748,53085,50,0,157,253,569,5,372,1,4,Personal,5,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2564,Volvo 444,Volvo,SUV,E,0,1100,529,8.6,250,1775,67263,0,0,217,339,472,7,514,1,5,Personal,10.11,5,Petrol,Petrol,Vehicle_Size,1,ICE
2565,Lexus 777,Lexus,Sedan,C,0,844,497,10.3,238,857,40462,0,0,154,218,251,5,455,1,4,Personal,9.5,3,Petrol,Petrol,Vehicle_Size,1,ICE
2566,Seat HH8,Seat,Convertible,B,0,808,511,9.1,250,63,39952,0,0,172,315,740,3,223,1,4,Personal,8.43,4,Diesel,Diesel,Vehicle_Size,1,ICE
2567,Volkswagen L5,Volkswagen,Hatchback,C,0,574,700,9,238,534,44779,0,0,182,295,517,5,385,1,4,Personal,14.39,4,Petrol,Petrol,Vehicle_Size,1,ICE
2568,BMW X8 Pro,BMW,Crossover,C,0,1065,492,9.8,250,1667,48140,0,0,177,270,615,7,464,1,4,Personal,8.12,4,Diesel,Diesel,Vehicle_Size,1,ICE
2569,Mazda UU-7,Mazda,MPV,F,1.5,900,484,8.5,250,1213,112115,0,0,284,509,600,8,849,2,5,Personal,8.32,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2570,DS Automobiles 333,DS Automobiles,Pickup,C,1.6,900,312,10.2,209,2434,40485,0,0,136,216,432,3,0,1,5,Personal,5.36,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2571,Volkswagen R8,Volkswagen,Crossover,D,0,928,621,10.9,241,1544,52826,0,0,182,295,425,6,505,1,4,Personal,11.87,6,Petrol,Petrol,Vehicle_Size,1,ICE
2572,Toyota 333,Toyota,MPV,E,1.7,900,500,7.1,250,1117,82646,0,0,314,497,726,6,686,2,4,Personal,8.73,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2573,Hyundai II-77,Hyundai,Hatchback,C,10.7,900,422,10.4,211,709,44101,38,0,148,243,600,5,379,1,3,Commercial,5.61,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2574,Ford V1 Pro,Ford,SUV,B,1.6,900,460,11.2,198,1810,32246,0,0,91,149,500,7,816,0,4,Personal,7.91,4,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2575,Toyota T-Class,Toyota,Hatchback,C,1.1,900,381,8.5,250,851,51784,0,0,228,387,709,5,422,1,4,Personal,6.56,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2576,Nissan Q3 Pro,Nissan,Pickup,C,1.1,900,493,10.9,225,2500,41393,0,0,141,194,525,3,0,1,3,Commercial,8.48,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2577,Honda KK-33,Honda,MPV,C,0,817,516,10.3,201,1066,36807,0,0,100,138,644,8,928,0,4,Personal,9.86,2,Petrol,Petrol,Vehicle_Size,0,ICE
2578,Mini K6,Mini,Hatchback,F,0,1100,470,5.5,250,770,115681,0,0,344,558,884,5,396,2,4,Personal,7.76,8,Diesel,Diesel,Vehicle_Size,2,ICE
